id,year,,make,model,trim,vin,is_new,exterior_color,interior_color,engine_cylinders,drive_train,transmission,transmission_desc,epa_city,epa_highway,fuel_type,selling_price,mileage,description,features,car links for description
80,2019,,Chevrolet,Traverse,FWD 4dr LT Cloth w/1LT,1GNERGKW7KJ175372,FALSE,Summit White,Jet Black,6,Front Wheel Drive,Automatic,Automatic,18,27,Gasoline Fuel,29995,48769,"Clean CARFAX. Summit White 2019 Chevrolet Traverse LT Cloth w/1LT FWD 9-Speed Automatic 3.6L V6 SIDI VVT **CARFAX 1 OWNER **, ** NEW BRAKES & TIRES**, **CLEAN CARFAX**.Recent Arrival! Odometer is 12683 miles below market average! 18/27 City/Highway MPGAwards:* 2019 KBB.com 12 Best Family CarsIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
81,2016,,Kia,Sorento,FWD 4dr 2.4L LX,5XYPG4A33GG094227,FALSE,Sparkling Silver,Satin Black,4,Front Wheel Drive,Automatic,Automatic,21,29,Gasoline Fuel,16995,69292,"Sparkling Silver 2016 Kia Sorento LX FWD 6-Speed Automatic with Sportmatic 2.4L DOHCOdometer is 23474 miles below market average! 21/29 City/Highway MPGAwards:* 2016 KBB.com 10 Best Used Midsize SUVs Under $15,000 * 2016 KBB.com 10 Best Certified Pre-Owned 3-Row SUVs Under $30,000 * 2016 KBB.com 10 Best SUVs Under $25,000If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Spacious, fuel-sipping SUV that transforms from family hauler to weekend warrior with optional all-wheel drive and towing power.",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
82,2021,,Toyota,Tundra 2WD,SR5 Double Cab 6.5' Bed 5.7L (Natl),5TFRY5F16MX272966,FALSE,White,,8,Rear Wheel Drive,Automatic,Automatic,13,17,Gasoline Fuel,40995,33331,"CARFAX One-Owner. Clean CARFAX. Super White 2021 Toyota Tundra SR5 RWD 6-Speed Automatic Electronic with Overdrive i-Force 5.7L V8 DOHC 32V LEV **CARFAX 1 OWNER **, **CLEAN CARFAX**, Air Conditioning, Apple CarPlay/Android Auto, Exterior Parking Camera Rear, Steering wheel mounted audio controls, Tilt steering wheel.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Powerful engine
Capable towing and payload
Comfortable ride
Spacious interior",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
83,2023,,Chevrolet,Silverado 1500,"2WD Crew Cab 157"" LT",3GCPACED4PG320937,TRUE,Radiant Red Tintcoat,Jet Black,4,Rear Wheel Drive,Automatic,Automatic,17,21,Gasoline Fuel,54930,5,,Capable towing and payload,https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
84,2023,,Chevrolet,Silverado 1500,"4WD Crew Cab 147"" High Country",1GCUDJE87PZ306256,TRUE,Radiant Red Tintcoat,Jet Black,8,Four Wheel Drive,Automatic,Automatic,21,23,Diesel Fuel,69930,4,,Comfortable ride,https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
85,2023,,Chevrolet,Traverse,FWD 4dr LS w/1LS,1GNERFKW0PJ266386,TRUE,Summit White,Jet Black/Chai,6,Front Wheel Drive,Automatic,Automatic,18,27,Gasoline Fuel,36190,8,,Spacious interior,https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
86,2023,,Chevrolet,Traverse,FWD 4dr LS w/1LS,1GNERFKW8PJ266412,TRUE,Summit White,Jet Black/Chai,6,Front Wheel Drive,Automatic,Automatic,18,27,Gasoline Fuel,36190,9,,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
87,2023,,Chevrolet,Traverse,FWD 4dr Premier,1GNERKKW5PJ279353,TRUE,Summit White,Jet Black,6,Front Wheel Drive,Automatic,Automatic,18,27,Gasoline Fuel,50330,3,,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
88,2023,,Chevrolet,Traverse,FWD 4dr Premier,1GNERKKW6PJ279426,TRUE,Summit White,Jet Black,6,Front Wheel Drive,Automatic,Automatic,18,27,Gasoline Fuel,50330,4,,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
89,2021,,Honda,CR-V,EX 2WD,7FARW1H58ME021699,FALSE,Cement,,4,Front Wheel Drive,,Variable,28,34,Gasoline Fuel,29995,17721,"CARFAX One-Owner. Clean CARFAX. Sonic Gray Pearl 2021 Honda CR-V EX FWD CVT 1.5L I4 DOHC 16V **CARFAX 1 OWNER **, **CLEAN CARFAX**, 18 Alloy Wheels, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Apple CarPlay/Android Auto, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Front dual zone A/C, Power moonroof, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.Recent Arrival! Odometer is 11816 miles below market average! 28/34 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Dependable city companion,Family adventure mobile,Hybrid hero",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
90,2023,,Chevrolet,Bolt EV,5dr Wgn 2LT,1G1FX6S00P4163894,TRUE,Summit White,Jet Black,,Front Wheel Drive,,Automatic,0,0,Electric Fuel System,37355,3,,"
Bolt EV zaps you with electrifying speed, spacious and tech-savvy interior, and eco-friendly driving, making it a zippy choice for city commutes and green adventures.",https://www.goschchevy.com/inventory/new-2023-chevrolet-bolt-ev-2lt-front-wheel-drive-hatchback-1g1fx6s08p4207530/
91,2023,,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" Custom",1GCPABEK7PZ213812,TRUE,Summit White,Jet Black,4,Rear Wheel Drive,Automatic,Automatic,19,22,Gasoline Fuel,46220,5,,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
92,2023,,Chevrolet,Traverse,FWD 4dr Premier,1GNERKKW7PJ279502,TRUE,Summit White,Jet Black,6,Front Wheel Drive,Automatic,Automatic,18,27,Gasoline Fuel,50330,4,,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
93,2023,,Chevrolet,Trailblazer,FWD 4dr LS,KL79MMS28PB161936,TRUE,Summit White,Jet Black,3,Front Wheel Drive,,Variable,29,31,Gasoline Fuel,26545,4,," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trailblazer-ls-KL79MMSLXRB048937
94,2023,,Chevrolet,Trailblazer,FWD 4dr RS,KL79MTSLXPB158720,TRUE,Sterling Gray Metallic,Jet Black with Red accents,3,Front Wheel Drive,,Variable,29,33,Gasoline Fuel,31215,4,," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trailblazer-ls-KL79MMSLXRB048937
95,2023,,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" LT",1GCPACED5PZ171406,TRUE,Radiant Red Tintcoat,Jet Black,4,Rear Wheel Drive,Automatic,Automatic,17,21,Gasoline Fuel,54335,3,,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
96,2023,,Chevrolet,Equinox,FWD 4dr LS w/1LS,3GNAXHEG2PL272042,TRUE,Sterling Gray Metallic,Medium Ash Gray,4,Front Wheel Drive,Automatic,Automatic,26,31,Gasoline Fuel,29570,10,,"Stylishly spacious SUV, zips through commutes, fuels weekend escapes, versatile enough for family adventures, hints of sporty fun when unleashed.",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-equinox-ls-3GNAXHEG4RL138703
97,2023,,Chevrolet,Blazer,FWD 4dr Premier,3GNKBFR47PS221164,TRUE,Sterling Gray Metallic,Jet Black,4,Front Wheel Drive,Automatic,Automatic,22,29,Gasoline Fuel,49060,9,,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers.",https://www.goschchevy.com/inventory/new-2024-chevrolet-blazer-rs-front-wheel-drive-suv-3gnkbers6rs181297/
98,2019,,GMC,Acadia,FWD 4dr SLT w/SLT-1,1GKKNMLS4KZ278529,FALSE,Ebony Twilight Metallic,Jet Black,4,Front Wheel Drive,Automatic,Automatic,18,25,Gasoline Fuel,27995,40319,"Clean CARFAX. Ebony Twilight Metallic 2019 GMC Acadia SLT-1 FWD 6-Speed Automatic 3.6L V6 SIDI 1st & 2nd Row All Weather Floor Mats (LPO), 3rd Row All Weather Floor Mats (LPO), All Weather Cargo Mat (LPO), Automatic temperature control, Black Center Caps w/Black GMC Logo (LPO), Black Edition, Black Roof Rails, Bose Premium 8-Speaker System, Dual SkyScape 2-Panel Power Sunroof, Exterior Parking Camera Rear, Front dual zone A/C, Heavy-Duty Cooling System, Interior Protection Package (LPO), Power Liftgate, Preferred Equipment Group 4SA, Premium audio system: GMC Infotainment System, Telescoping steering wheel, Tilt steering wheel, Trailering Package, Wheels: 20 x 8.0 Aluminum w/Black Accents (4).Recent Arrival! Odometer is 17359 miles below market average!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Spacious and comfortable interior, family car",
99,2023,,Chevrolet,Trailblazer,FWD 4dr LS,KL79MMS24PB160363,TRUE,Mosaic Black Metallic,Jet Black,3,Front Wheel Drive,,Variable,29,31,Gasoline Fuel,23545,5,," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trailblazer-ls-KL79MMSLXRB048937
100,2024,,Chevrolet,Trax,FWD 4dr LT,KL77LHE21RC040708,TRUE,Mosaic Black Metallic,Jet Black with Blue accents,3,Front Wheel Drive,Automatic,Automatic,28,32,Gasoline Fuel,25990,6,,"
Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trax-activ-KL77LKE27RC168965
101,2024,,Chevrolet,Trax,FWD 4dr LT,KL77LHE2XRC040738,TRUE,Mosaic Black Metallic,Jet Black with Blue accents,3,Front Wheel Drive,Automatic,Automatic,28,32,Gasoline Fuel,25990,6,,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trax-activ-KL77LKE27RC168965
102,2024,,Chevrolet,Trax,FWD 4dr LT,KL77LHE29RC040696,TRUE,Mosaic Black Metallic,Jet Black with Blue accents,3,Front Wheel Drive,Automatic,Automatic,28,32,Gasoline Fuel,25990,5,,"
Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trax-activ-KL77LKE27RC168965
103,2023,,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" LT",2GCPACED7P1147021,TRUE,Black,Jet Black,4,Rear Wheel Drive,Automatic,Automatic,17,21,Gasoline Fuel,55385,4,,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
104,2024,,Chevrolet,Trax,FWD 4dr LT,KL77LHE21RC040711,TRUE,Mosaic Black Metallic,Jet Black with Blue accents,3,Front Wheel Drive,Automatic,Automatic,28,32,Gasoline Fuel,25990,5,,"
Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trax-activ-KL77LKE27RC168965
105,2020,,Honda,Civic Sedan,LX CVT,2HGFC2F62LH557177,FALSE,Red,,4,Front Wheel Drive,,Variable,30,38,Gasoline Fuel,21995,58981,"Clean CARFAX. Rallye Red 2020 Honda Civic LX FWD CVT 2.0L I4 DOHC 16V i-VTEC Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Lane departure: Lane Keeping Assist System (LKAS) active, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.30/38 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
106,2022,,Honda,Civic Sedan,Sport CVT,2HGFE2F5XNH546111,FALSE,Black,,4,Front Wheel Drive,,Variable,30,37,Gasoline Fuel,26995,34864,"CARFAX One-Owner. Clean CARFAX. Crystal Black Pearl 2022 Honda Civic Sport FWD CVT 2.0L I4 DOHC 16V i-VTEC Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 18 Gloss Black Alloy.30/37 City/Highway MPGAwards:* NACTOY 2022 North American Car of the YearIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.","Zoom through city streets with the fuel-sipping Civic sedan, spacious enough for workdays, sporty soul ready for weekend thrills",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
107,2023,,Volkswagen,Atlas Cross Sport,3.6L V6 SEL R-Line Black 4MOTION,1V2SE2CA8PC209603,FALSE,White,,6,All Wheel Drive,Automatic,Automatic,18,24,Gasoline Fuel,49995,3131,"CARFAX One-Owner. Clean CARFAX. White 2023 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line AWD 8-Speed Automatic with Tiptronic 3.6L VR6 **CARFAX 1 OWNER **, **CLEAN CARFAX**.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call."," Sleek SUV silhouette, zippy turbo power, upscale comfort for everyday drives, ready to transform into a weekend adventure buddy with optional AWD",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
108,2023,,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" Custom",1GCPABEK9PZ157212,TRUE,Summit White,Jet Black,4,Rear Wheel Drive,Automatic,Automatic,19,22,Gasoline Fuel,46220,3,,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
109,2023,,Chevrolet,Silverado 1500,"4WD Crew Cab 147"" RST",2GCUDEED7P1149857,TRUE,Sterling Gray Metallic,Jet Black,4,Four Wheel Drive,Automatic,Automatic,15,20,Gasoline Fuel,61645,7,,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
110,2024,,Chevrolet,Trax,FWD 4dr LT,KL77LHE29RC040746,TRUE,Mosaic Black Metallic,Jet Black with Blue accents,3,Front Wheel Drive,Automatic,Automatic,28,32,Gasoline Fuel,25990,5,,"
Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",https://www.goschauto.com/vehicle-details/new-2024-chevrolet-trax-activ-KL77LKE27RC168965
111,2023,,Chevrolet,Colorado,4WD Crew Cab Trail Boss,1GCPTEEK8P1196044,TRUE,Black,Jet Black,4,Four Wheel Drive,Automatic,Automatic,17,21,Gasoline Fuel,50095,115,,"Rugged workhorse with off-road bite, transforms into weekend warrior with optional muscle and towing power, all wrapped in Chevy's bold truck appeal",https://www.goschchevy.com/inventory/new-2024-chevrolet-silverado-1500-custom-rear-wheel-drive-double-cab-1gcrabek3rz117087/
112,2020,,Chevrolet,Camaro,2dr Conv 2SS,1G1FH3D79L0136345,FALSE,Black,Jet Black,8,Rear Wheel Drive,Manual,Automatic,16,27,Gasoline Fuel,0,62019,,"Untamed American muscle, roars through corners with heart-pounding thrills, a head-turning silhouette that screams pure driving exhilaration.",https://www.goschchevy.com/inventory/new-2024-chevrolet-camaro-1lt-rear-wheel-drive-convertible-1g1fb3ds1r0116010/
113,2020,,Chevrolet,Traverse,FWD 4dr LS w/1LS,1GNERFKW0LJ104915,FALSE,,,6,Front Wheel Drive,Automatic,9-Speed A/T,18,27,Gasoline Fuel,0,0,,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",https://www.goschauto.com/vehicle-details/new-2023-chevrolet-traverse-premier-1GNEVKKW5PJ320625
